2024-04-10 13:03:36,008 INFO    StreamThr :126525 [internal.py:wandb_internal():86] W&B internal server running at pid: 126525, started at: 2024-04-10 13:03:36.007351
2024-04-10 13:03:36,018 DEBUG   HandlerThread:126525 [handler.py:handle_request():146] handle_request: status
2024-04-10 13:03:36,021 INFO    WriterThread:126525 [datastore.py:open_for_write():87] open: /home/bld/HK_RL/RLagents_v3/wandb/run-20240410_130335-p5hvr8n4/run-p5hvr8n4.wandb
2024-04-10 13:03:36,023 DEBUG   SenderThread:126525 [sender.py:send():379] send: header
2024-04-10 13:03:36,023 DEBUG   SenderThread:126525 [sender.py:send():379] send: run
2024-04-10 13:03:36,615 INFO    SenderThread:126525 [dir_watcher.py:__init__():211] watching files in: /home/bld/HK_RL/RLagents_v3/wandb/run-20240410_130335-p5hvr8n4/files
2024-04-10 13:03:36,615 INFO    SenderThread:126525 [sender.py:_start_run_threads():1124] run started: p5hvr8n4 with start time 1712725416.005323
2024-04-10 13:03:36,655 DEBUG   HandlerThread:126525 [handler.py:handle_request():146] handle_request: check_version
2024-04-10 13:03:36,657 DEBUG   SenderThread:126525 [sender.py:send_request():406] send_request: check_version
2024-04-10 13:03:36,853 DEBUG   HandlerThread:126525 [handler.py:handle_request():146] handle_request: run_start
2024-04-10 13:03:36,868 DEBUG   HandlerThread:126525 [system_info.py:__init__():26] System info init
2024-04-10 13:03:36,868 DEBUG   HandlerThread:126525 [system_info.py:__init__():41] System info init done
2024-04-10 13:03:36,869 INFO    HandlerThread:126525 [system_monitor.py:start():194] Starting system monitor
2024-04-10 13:03:36,870 INFO    HandlerThread:126525 [system_monitor.py:probe():214] Collecting system info
2024-04-10 13:03:36,871 INFO    SystemMonitor:126525 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-04-10 13:03:36,880 INFO    SystemMonitor:126525 [interfaces.py:start():190] Started cpu monitoring
2024-04-10 13:03:36,889 INFO    SystemMonitor:126525 [interfaces.py:start():190] Started disk monitoring
2024-04-10 13:03:36,891 INFO    SystemMonitor:126525 [interfaces.py:start():190] Started gpu monitoring
2024-04-10 13:03:36,897 INFO    SystemMonitor:126525 [interfaces.py:start():190] Started memory monitoring
2024-04-10 13:03:36,904 INFO    SystemMonitor:126525 [interfaces.py:start():190] Started network monitoring
2024-04-10 13:03:36,943 DEBUG   HandlerThread:126525 [system_info.py:probe():150] Probing system
2024-04-10 13:03:36,952 DEBUG   HandlerThread:126525 [gitlib.py:_init_repo():56] git repository is invalid
2024-04-10 13:03:36,952 DEBUG   HandlerThread:126525 [system_info.py:probe():198] Probing system done
2024-04-10 13:03:36,952 DEBUG   HandlerThread:126525 [system_monitor.py:probe():223] {'os': 'Linux-6.5.0-26-generic-x86_64-with-glibc2.17', 'python': '3.8.19', 'heartbeatAt': '2024-04-10T05:03:36.943383', 'startedAt': '2024-04-10T05:03:35.989064', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/bld/HK_RL/RLagents_v3/scripts_0.py', 'codePathLocal': 'scripts_0.py', 'codePath': 'scripts_0.py', 'host': 'gpu2', 'username': 'bld', 'executable': '/home/bld/anaconda3/envs/raylib2/bin/python', 'cpu_count': 32, 'cpu_count_logical': 64, 'cpu_freq': {'current': 1309.115671875, 'min': 800.0, 'max': 3500.0}, 'cpu_freq_per_core': [{'current': 2200.519, 'min': 800.0, 'max': 3500.0}, {'current': 800.0, 'min': 800.0, 'max': 3500.0}, {'current': 800.0, 'min': 800.0, 'max': 3500.0}, {'current': 800.0, 'min': 800.0, 'max': 3500.0}, {'current': 800.175, 'min': 800.0, 'max': 3500.0}, {'current': 800.0, 'min': 800.0, 'max': 3500.0}, {'current': 800.0, 'min': 800.0, 'max': 3500.0}, {'current': 800.593, 'min': 800.0, 'max': 3500.0}, {'current': 800.0, 'min': 800.0, 'max': 3500.0}, {'current': 1145.665, 'min': 800.0, 'max': 3500.0}, {'current': 800.0, 'min': 800.0, 'max': 3500.0}, {'current': 800.0, 'min': 800.0, 'max': 3500.0}, {'current': 800.234, 'min': 800.0, 'max': 3500.0}, {'current': 1700.0, 'min': 800.0, 'max': 3500.0}, {'current': 800.0, 'min': 800.0, 'max': 3500.0}, {'current': 800.0, 'min': 800.0, 'max': 3500.0}, {'current': 800.112, 'min': 800.0, 'max': 3500.0}, {'current': 800.0, 'min': 800.0, 'max': 3500.0}, {'current': 2101.717, 'min': 800.0, 'max': 3500.0}, {'current': 2141.811, 'min': 800.0, 'max': 3500.0}, {'current': 2200.0, 'min': 800.0, 'max': 3500.0}, {'current': 2142.616, 'min': 800.0, 'max': 3500.0}, {'current': 800.0, 'min': 800.0, 'max': 3500.0}, {'current': 2139.083, 'min': 800.0, 'max': 3500.0}, {'current': 800.0, 'min': 800.0, 'max': 3500.0}, {'current': 800.0, 'min': 800.0, 'max': 3500.0}, {'current': 800.0, 'min': 800.0, 'max': 3500.0}, {'current': 2145.964, 'min': 800.0, 'max': 3500.0}, {'current': 800.547, 'min': 800.0, 'max': 3500.0}, {'current': 800.239, 'min': 800.0, 'max': 3500.0}, {'current': 800.0, 'min': 800.0, 'max': 3500.0}, {'current': 800.0, 'min': 800.0, 'max': 3500.0}, {'current': 800.0, 'min': 800.0, 'max': 3500.0}, {'current': 800.0, 'min': 800.0, 'max': 3500.0}, {'current': 800.0, 'min': 800.0, 'max': 3500.0}, {'current': 800.0, 'min': 800.0, 'max': 3500.0}, {'current': 800.0, 'min': 800.0, 'max': 3500.0}, {'current': 2800.0, 'min': 800.0, 'max': 3500.0}, {'current': 2300.0, 'min': 800.0, 'max': 3500.0}, {'current': 800.0, 'min': 800.0, 'max': 3500.0}, {'current': 800.244, 'min': 800.0, 'max': 3500.0}, {'current': 3500.0, 'min': 800.0, 'max': 3500.0}, {'current': 2300.0, 'min': 800.0, 'max': 3500.0}, {'current': 800.0, 'min': 800.0, 'max': 3500.0}, {'current': 900.0, 'min': 800.0, 'max': 3500.0}, {'current': 800.0, 'min': 800.0, 'max': 3500.0}, {'current': 800.0, 'min': 800.0, 'max': 3500.0}, {'current': 800.692, 'min': 800.0, 'max': 3500.0}, {'current': 800.0, 'min': 800.0, 'max': 3500.0}, {'current': 1600.0, 'min': 800.0, 'max': 3500.0}, {'current': 2300.0, 'min': 800.0, 'max': 3500.0}, {'current': 800.0, 'min': 800.0, 'max': 3500.0}, {'current': 2200.0, 'min': 800.0, 'max': 3500.0}, {'current': 2200.0, 'min': 800.0, 'max': 3500.0}, {'current': 2200.0, 'min': 800.0, 'max': 3500.0}, {'current': 800.0, 'min': 800.0, 'max': 3500.0}, {'current': 2200.0, 'min': 800.0, 'max': 3500.0}, {'current': 2200.0, 'min': 800.0, 'max': 3500.0}, {'current': 2161.77, 'min': 800.0, 'max': 3500.0}, {'current': 800.0, 'min': 800.0, 'max': 3500.0}, {'current': 800.0, 'min': 800.0, 'max': 3500.0}, {'current': 800.0, 'min': 800.0, 'max': 3500.0}, {'current': 2201.36, 'min': 800.0, 'max': 3500.0}, {'current': 1300.0, 'min': 800.0, 'max': 3500.0}], 'disk': {'/': {'total': 878.620922088623, 'used': 202.16028594970703}}, 'gpu': 'NVIDIA GeForce RTX 4090', 'gpu_count': 2, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4090', 'memory_total': 25757220864}, {'name': 'NVIDIA GeForce RTX 4090', 'memory_total': 25757220864}], 'memory': {'total': 503.3001480102539}}
2024-04-10 13:03:36,953 INFO    HandlerThread:126525 [system_monitor.py:probe():224] Finished collecting system info
2024-04-10 13:03:36,953 INFO    HandlerThread:126525 [system_monitor.py:probe():227] Publishing system info
2024-04-10 13:03:36,953 DEBUG   HandlerThread:126525 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-04-10 13:03:37,621 INFO    Thread-17 :126525 [dir_watcher.py:_on_file_created():271] file/dir created: /home/bld/HK_RL/RLagents_v3/wandb/run-20240410_130335-p5hvr8n4/files/conda-environment.yaml
2024-04-10 13:03:41,837 DEBUG   HandlerThread:126525 [system_info.py:_save_conda():222] Saving conda packages done
2024-04-10 13:03:41,906 INFO    HandlerThread:126525 [system_monitor.py:probe():229] Finished publishing system info
2024-04-10 13:03:41,913 DEBUG   HandlerThread:126525 [handler.py:handle_request():146] handle_request: status_report
2024-04-10 13:03:41,914 DEBUG   HandlerThread:126525 [handler.py:handle_request():146] handle_request: keepalive
2024-04-10 13:03:41,917 DEBUG   SenderThread:126525 [sender.py:send():379] send: files
2024-04-10 13:03:41,917 INFO    SenderThread:126525 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-04-10 13:03:42,187 DEBUG   HandlerThread:126525 [handler.py:handle_request():146] handle_request: python_packages
2024-04-10 13:03:42,189 DEBUG   SenderThread:126525 [sender.py:send_request():406] send_request: python_packages
2024-04-10 13:03:42,192 DEBUG   HandlerThread:126525 [handler.py:handle_request():146] handle_request: stop_status
2024-04-10 13:03:42,193 DEBUG   SenderThread:126525 [sender.py:send_request():406] send_request: stop_status
2024-04-10 13:03:42,200 DEBUG   HandlerThread:126525 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-10 13:03:42,599 DEBUG   SenderThread:126525 [sender.py:send():379] send: telemetry
2024-04-10 13:03:42,619 INFO    Thread-17 :126525 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/bld/HK_RL/RLagents_v3/wandb/run-20240410_130335-p5hvr8n4/files/conda-environment.yaml
2024-04-10 13:03:42,620 INFO    Thread-17 :126525 [dir_watcher.py:_on_file_created():271] file/dir created: /home/bld/HK_RL/RLagents_v3/wandb/run-20240410_130335-p5hvr8n4/files/requirements.txt
2024-04-10 13:03:42,621 INFO    Thread-17 :126525 [dir_watcher.py:_on_file_created():271] file/dir created: /home/bld/HK_RL/RLagents_v3/wandb/run-20240410_130335-p5hvr8n4/files/wandb-metadata.json
2024-04-10 13:03:42,764 INFO    wandb-upload_0:126525 [upload_job.py:push():131] Uploaded file /tmp/tmpi2hdzhcpwandb/q6o9b4ik-wandb-metadata.json
