2024-04-10 12:26:32,983 INFO    StreamThr :109052 [internal.py:wandb_internal():86] W&B internal server running at pid: 109052, started at: 2024-04-10 12:26:32.982651
2024-04-10 12:26:32,993 DEBUG   HandlerThread:109052 [handler.py:handle_request():146] handle_request: status
2024-04-10 12:26:32,997 INFO    WriterThread:109052 [datastore.py:open_for_write():87] open: /home/bld/HK_RL/RLagents_v3/wandb/run-20240410_122632-7p1p1cg1/run-7p1p1cg1.wandb
2024-04-10 12:26:32,999 DEBUG   SenderThread:109052 [sender.py:send():379] send: header
2024-04-10 12:26:32,999 DEBUG   SenderThread:109052 [sender.py:send():379] send: run
2024-04-10 12:26:33,868 INFO    SenderThread:109052 [dir_watcher.py:__init__():211] watching files in: /home/bld/HK_RL/RLagents_v3/wandb/run-20240410_122632-7p1p1cg1/files
2024-04-10 12:26:33,869 INFO    SenderThread:109052 [sender.py:_start_run_threads():1124] run started: 7p1p1cg1 with start time 1712723192.979913
2024-04-10 12:26:33,906 DEBUG   HandlerThread:109052 [handler.py:handle_request():146] handle_request: check_version
2024-04-10 12:26:33,907 DEBUG   SenderThread:109052 [sender.py:send_request():406] send_request: check_version
2024-04-10 12:26:34,105 DEBUG   HandlerThread:109052 [handler.py:handle_request():146] handle_request: run_start
2024-04-10 12:26:34,120 DEBUG   HandlerThread:109052 [system_info.py:__init__():26] System info init
2024-04-10 12:26:34,120 DEBUG   HandlerThread:109052 [system_info.py:__init__():41] System info init done
2024-04-10 12:26:34,121 INFO    HandlerThread:109052 [system_monitor.py:start():194] Starting system monitor
2024-04-10 12:26:34,122 INFO    HandlerThread:109052 [system_monitor.py:probe():214] Collecting system info
2024-04-10 12:26:34,124 INFO    SystemMonitor:109052 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-04-10 12:26:34,129 INFO    SystemMonitor:109052 [interfaces.py:start():190] Started cpu monitoring
2024-04-10 12:26:34,133 INFO    SystemMonitor:109052 [interfaces.py:start():190] Started disk monitoring
2024-04-10 12:26:34,143 INFO    SystemMonitor:109052 [interfaces.py:start():190] Started gpu monitoring
2024-04-10 12:26:34,148 INFO    SystemMonitor:109052 [interfaces.py:start():190] Started memory monitoring
2024-04-10 12:26:34,155 INFO    SystemMonitor:109052 [interfaces.py:start():190] Started network monitoring
2024-04-10 12:26:34,197 DEBUG   HandlerThread:109052 [system_info.py:probe():150] Probing system
